음식ID,이름,탄,단,지
449,피자_리얼랍스터스테이크 피자 치즈링 (L),,14.73,
450,피자_리얼불고기 피자 나폴리 (L),28.75,12.19,9.94
451,피자_리얼불고기 피자 씬 (L),23.87,12.54,14.12
452,피자_리얼불고기 피자 오리지널 (L),31.93,12.34,8.2
453,피자_리얼불고기 피자 트리플치즈버스트 엣지 (L),,13.01,
454,피자_리얼불고기피자 (L),,14.01,
455,피자_리얼불콕 피자 (L),,15.32,
456,피자_리얼불콕 피자 (R),,15.38,
457,피자_리얼수제고구마 피자 (L),,15.0,
458,피자_리얼시카고오리지널 피자 (L),,11.27,
459,피자_리얼치즈피자 (L),,14.48,
460,기타차_청포도 그린티 (L),,0.21,
461,피자_디아블로 (L),22.66,14.03,11.51
462,피자_디아블로 피자,39.79,14.14,10.99
463,피자_딥치즈고구마 피자 (L),,14.89,
464,피자_딥치즈더블바베큐 피자 (L),,16.96,
465,피자_딥치즈불닭 피자 (L),,18.5,
466,피자_딥치즈콤비네이션 피자 (L),,18.61,
467,피자_딥치즈포테이토 피자 (L),,14.2,
468,피자_땡초참치마요 피자 (L),,11.2,
469,피자_떡갈비 피자 (L),,6.46,
470,피자_떡갈비 피자 (XL),,12.57,
471,피자_떡갈비 피자 (XL),,21.83,
472,피자_떡갈비 피자,,12.73,
473,피자_라구미트볼 시카고 피자,,14.37,
474,피자_라자냐 시카고 피자,25.93,12.96,11.73
475,피자_랍스타미트 피자,,12.28,
476,피자_랍스타스테이크 피자,,13.8,9.03
477,피자_랍스타 피자 라이스골드 (F),,15.33,
478,피자_랍스타 피자 라이스골드 (L),,15.1,
479,피자_랍스타 피자 라이스골드 (R),,15.65,
480,피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (L),,10.48,
481,피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (R),,10.26,
482,피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (L),,11.32,
483,피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (R),,11.54,
484,피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (L),,12.38,
485,피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (R),,12.5,
486,피자_디럭스(치즈) 피자 백미스크린 (L),,12.36,
487,피자_디럭스(치즈) 피자 백미스크린 (R),,12.12,
488,피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (L),,11.88,
489,피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (R),,12.99,
490,피자_디럭스(치즈) 피자 씬 (L),,14.46,
491,피자_디럭스(치즈) 피자 씬 (R),,13.64,
492,피자_디럭스(치즈) 피자 체다크림크러스트 (L),,11.82,
493,피자_디럭스(치즈) 피자 체다크림크러스트 (R),,11.36,
494,피자_디럭스(치즈) 피자 치즈크러스트 (L),,11.93,
495,피자_디럭스(치즈) 피자 치즈크러스트 (R),,12.36,
496,피자_디럭스(치즈) 피자 팬 (L),,12.24,
497,피자_디럭스(치즈) 피자 팬 (R),,11.54,
498,피자_더블치즈불고기 피자 (L),,14.1,
499,피자_더블치즈폭탄 피자 (L),,13.1,
500,피자_더블치즈 피자 (L),,18.34,
501,피자_더블치즈 피자 (L),,13.64,
502,피자_더블치즈 피자 골드스윗 (G),,16.88,
503,피자_더블치즈 피자 골드스윗 (L),,17.24,
504,피자_더블치즈 피자 골드스윗 (R),,16.35,
505,피자_더블치즈 피자 리코타링 (G),,17.36,
506,피자_더블치즈 피자 리코타링 (L),,18.1,
507,피자_더블치즈 피자 리코타링 (R),,17.48,
508,피자_더블치즈 피자 석쇠 (G),,18.25,
509,피자_더블치즈 피자 석쇠 (L),,17.93,
510,피자_더블치즈 피자 석쇠 (R),,17.89,
511,피자_더블치즈 피자 씬도우 (L),,19.08,
512,피자_더블치즈 피자 씬도우 (R),,20.81,
513,피자_더블치즈 피자 치즈링 (G),,18.92,
514,피자_더블치즈 피자 치즈링 (L),,18.69,
515,피자_더블치즈 피자 치즈링 (R),,18.24,
516,피자_더블콤비네이션 피자 (L),,15.19,
517,피자_더블바베큐 피자 (L),,16.83,
518,피자_더블바베큐 피자 (L),,12.69,
519,피자_더블바베큐 피자 (L),,11.28,
520,피자_더블바베큐피자 (L),,13.16,
521,피자_더블불고기폭탄 피자 (L),,10.75,
522,피자_더블불고기 피자 오리지널 (M),38.28,12.5,9.35
523,피자_더블스테이크 피자 (L),,16.41,
524,피자_더블스테이크 피자 (R),,16.67,
525,피자_더블체다치즈버거 피자 (F),,11.84,
526,피자_더블체다치즈버거 피자 (L),,11.5,
527,피자_더블체다치즈버거 피자 (P),,11.69,
528,피자_더블치즈 스테이크 피자 리치골드 (L),,11.91,
529,피자_더블치즈 스테이크 피자 리치골드 (M),,11.67,
530,피자_더블치즈 스테이크 피자 치즈크러스트 (L),,12.48,
531,피자_더블치즈 스테이크 피자 치즈크러스트 (M),,12.65,
532,피자_더블치즈버거 피자 (F),,10.53,
533,피자_더블치즈버거 피자 (L),,10.66,
534,피자_더블치즈버거 피자 (P),,11.11,
535,피자_더블치즈베이컨 피자 (L),,15.08,
536,피자_단호박 피자 라이스바이트 (F),,13.29,
537,피자_단호박 피자 라이스바이트 (L),,13.72,
538,피자_단호박 피자 백미 (L),,7.33,
539,피자_단호박 피자 백미 (R),,6.46,
540,피자_단호박 피자 석쇠 (F),,13.35,
541,피자_단호박 피자 석쇠 (L),,13.4,
542,피자_단호박 피자 석쇠 (R),,13.48,
543,피자_단호박 피자 치즈크러스트 (F),,14.05,
544,피자_단호박 피자 치즈크러스트 (L),,14.55,
545,피자_단호박 피자 치즈크러스트 (R),,15.12,
546,피자_단호박 피자 팬 (F),,13.73,
547,피자_단호박 피자 팬 (L),,13.76,
548,피자_단호박 피자 팬 (R),,13.78,
549,피자_달짝핫도그 피자 밀도우 (L),,7.64,
550,피자_달짝핫도그 피자 밀도우 (R),,5.6,
551,피자_달짝핫도그 피자 씬도우 (L),,7.86,
552,피자_달짝핫도그 피자 씬도우 (R),,5.24,
553,피자_달콤고구마 피자 (L),,7.32,
554,기타차_한라봉차,,0.21,0.0
555,피자_놀부단호박 피자 리코타링 (R),,13.4,
556,피자_놀부단호박 피자 석쇠 (L),,13.33,
557,피자_놀부단호박 피자 석쇠 (R),,13.22,
558,피자_놀부단호박 피자 씬도우 (L),,13.26,
559,피자_놀부단호박 피자 씬도우 (R),,12.16,
560,피자_놀부단호박 피자 치즈링 (L),,14.07,
561,피자_놀부단호박 피자 치즈링 (R),,14.07,
562,피자_눈꽃열차 피자 (L),,15.94,
563,피자_눈꽃열차 피자 (R),,15.93,
564,피자_눈꽃치즈스테이크 피자 (L),,13.53,
565,피자_뉴그릴드치킨 피자 고구마크러스트 (L),,12.5,
566,피자_뉴그릴드치킨 피자 고구마크러스트 (R),,11.76,
567,피자_뉴그릴드치킨 피자 밀스크린 (L),,13.51,
568,피자_뉴그릴드치킨 피자 밀스크린 (R),,13.41,
569,피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (L),,12.2,
570,피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (R),,11.96,
571,피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (L),,12.9,
572,피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (R),,13.04,
573,기타차_딸기차 핫(HOT) (L),,0.06,
574,피자_골드프리미엄 불고기 피자 (L),42.67,17.73,15.0
575,피자_골드하와이언쉬림프 피자 (L),,12.49,
576,피자_골드핫치킨 피자 (L),40.61,20.84,13.88
577,피자_골든치즈볼 피자 (L),,13.33,
578,피자_골든큐브스테이크 피자,,11.35,
579,피자_과카몰리 비프 쉬림프 피자,,12.21,
580,피자_관자네 온 새우 피자 (L),,13.35,
581,피자_관자네 온 새우 피자 (M),,15.07,
582,피자_궁중불고기 피자 (L),,12.36,
583,피자_그릴드포크벨리 피자 (L),,11.04,
584,피자_까르보나라 피자 (L),,14.08,
585,피자_까르보네 피자,30.98,13.59,8.4
586,피자_깐쇼불갈비 피자 골드스윗 (L),,12.6,
587,피자_깐쇼불갈비 피자 골드스윗 (R),,12.71,
588,피자_깐쇼불갈비 피자 리코타링 (L),,12.93,
589,피자_깐쇼불갈비 피자 리코타링 (R),,13.41,
590,피자_깐쇼불갈비 피자 석쇠 (L),,12.62,
591,피자_깐쇼불갈비 피자 석쇠 (R),,13.19,
592,기타차_딸기차 아이스(ICED) (M),,0.07,
593,피자_고르곤졸라 피자 리코타링 (R),,18.25,
594,피자_고르곤졸라 피자 석쇠 (G),,17.01,
595,피자_고르곤졸라 피자 석쇠 (L),,18.37,
596,피자_고르곤졸라 피자 석쇠 (R),,18.87,
597,피자_고르곤졸라 피자 씬도우 (L),,20.51,
598,피자_고르곤졸라 피자 씬도우 (R),,18.4,
599,피자_고르곤졸라 피자 치즈링 (G),,18.49,
600,피자_고르곤졸라 피자 치즈링 (L),,19.21,
601,피자_고르곤졸라 피자 치즈링 (R),,19.08,
602,피자_고르곤졸라 피자,,10.63,
603,피자_고르곤졸라 피자,32.76,16.38,13.79
604,피자_고르곤졸라 피자,,14.81,
605,피자_고르곤졸라 피자,36.11,16.67,10.0
606,피자_고르곤졸라 피자 씬 (L),,14.86,
607,피자_고르곤졸라 피자 씬 (R),,15.25,
608,피자_고소포테이토 피자 (L),,9.17,
609,피자_고스트페퍼로니 피자 (L),,10.56,
610,피자_골드고구마 피자 (L),37.84,12.51,9.07
611,피자_골드고구마 피자 오리지널 (M),25.34,17.2,15.34
612,피자_고구마 피자 치즈크러스트 (F),,13.62,
613,피자_고구마 피자 치즈크러스트 (L),,14.15,
614,피자_고구마 피자 치즈크러스트 (L),,10.87,
615,피자_고구마 피자 치즈크러스트 (R),,14.75,
616,피자_고구마 피자 치즈크러스트 (R),,10.91,
617,피자_고구마 피자 팬 (F),,13.31,
618,피자_고구마 피자 팬 (L),,13.25,
619,피자_고구마 피자 팬 (L),,10.24,
620,피자_고구마 피자 팬 (R),,13.37,
621,피자_고구마 피자 팬 (R),,10.2,
622,피자_고구마 피자 흑미스크린 (L),,10.08,
623,피자_고구마 피자 흑미스크린 (R),,9.3,
624,피자_고구마 피자 흑미스크린치즈크러스트 (L),,10.69,
625,피자_고구마 피자 흑미스크린치즈크러스트 (R),,10.31,
626,피자_고구마 피자,,9.3,
627,피자_고구마 피자 씬 (R),,9.72,
628,피자_고구마 피자,45.41,11.73,5.61
629,피자_고기밭피자 (L),,15.16,
630,기타차_딸기차 아이스(ICED) (L),,0.06,
631,피자_고구마 피자 고구마크러스트 (R),,9.26,
632,피자_고구마 피자 골드스윗 (L),,12.21,
633,피자_고구마 피자 골드스윗 (R),,12.0,
634,피자_고구마 피자 라이스골드 (F),,13.76,
635,피자_고구마 피자 라이스골드 (L),,13.62,
636,피자_고구마 피자 라이스골드 (R),,14.25,
637,피자_고구마 피자 라이스바이트 (F),,12.91,
638,피자_고구마 피자 라이스바이트 (L),,13.41,
639,피자_고구마 피자 리코타링 (L),,12.5,
640,피자_고구마 피자 리코타링 (R),,12.43,
641,피자_고구마 피자 밀스크린 (L),,10.66,
642,피자_고구마 피자 밀스크린 (R),,10.11,
643,피자_고구마 피자 밀스크린고구마크러스트 (L),,9.7,
644,피자_고구마 피자 밀스크린고구마크러스트 (R),,9.18,
645,피자_고구마 피자 밀스크린체다크림크러스트 (L),,10.37,
646,피자_고구마 피자 밀스크린체다크림크러스트 (R),,9.09,
647,피자_고구마 피자 밀스크린치즈크러스트 (L),,11.19,
648,피자_고구마 피자 밀스크린치즈크러스트 (R),,10.0,
649,피자_갈릭스테이크 피자 (L),,15.0,
650,피자_갈릭스테이크 피자 오리지널 (M),30.12,10.68,9.95
651,피자_갈릭페퍼스테이크 피자 (F),,12.4,
652,피자_갈릭페퍼스테이크 피자 (L),,11.98,
653,피자_갈릭페퍼스테이크 피자 (P),,12.12,
654,피자_갈릭홀릭 피자 (L),,15.13,
655,피자_갈릭홀릭 피자 (R),,15.18,
656,피자_갈비앤치킨 피자 씬 (L),,10.0,
657,피자_갈비앤치킨 피자 씬 (R),,9.57,
658,피자_감자베이컨 피자 (L),,6.31,
659,피자_감자별한웅큼피자 (L),,11.28,
660,피자_감자 피자,,12.03,
661,피자_강냉이털어 피자 (L),,14.0,
662,피자_걱정말아요허니 피자 (L),,12.91,
663,피자_고객의실수 피자 (L),,14.29,
664,피자_고객의실수 피자 (R),,14.39,
665,피자_고구마랍스터볼크림 피자 (L),,14.0,
666,피자_고구마무스 베이컨 피자 (L),,11.0,
667,피자_고구마무스 피자 (L),,10.58,
668,피자_BBQ불고기 피자 마니아 에어도우 (M),,12.65,
669,피자_BBQ불고기 피자 마니아 파마산엣지 (L),,12.54,
670,피자_BBQ불고기 피자 마니아 파마산엣지 (M),,12.95,
671,피자_가든스페셜 피자 (F),,8.4,
672,피자_가든스페셜 피자 (L),,8.21,
673,피자_가든스페셜 피자 (P),,8.27,
674,피자_가든스페셜 피자 (R),,8.39,
675,피자_갈릭 버터 쉬림프 피자 리치골드 (L),,11.34,
676,피자_갈릭 버터 쉬림프 피자 리치골드 (M),,12.72,
677,피자_갈릭 버터 쉬림프 피자 치즈크러스트 (L),,11.83,
678,피자_갈릭 버터 쉬림프 피자 치즈크러스트 (M),,12.21,
679,피자_갈릭베이컨체다치즈 피자 (L),,12.41,
680,피자_갈릭베이컨포테이토 피자 (L),,9.8,
681,피자_갈릭비프스테이크 피자 (L),,11.05,
682,피자_갈릭비프스테이크 피자 (M),,11.13,
683,피자_갈릭쉬림프 피자 (L),,4.25,
684,피자_갈릭쉬림프 피자 오리지널 (M),26.22,11.76,11.96
685,피자_갈릭스테이크쉬림프 피자 (L),,8.0,
686,커피_콜드브루 라떼 아이스(ICED) (Max),,1.02,
687,프레즐_크림치즈 프레즐,,7.0,
688,프레즐_크림치즈 프렛즐,,42.42,
689,프레즐_크림치즈스틱,,7.55,
690,프레즐_크림치즈 프레즐,,8.08,
691,프레즐_파마산허브 프레즐,,7.34,
692,프레즐_페퍼로니 프레즐,23.81,13.33,7.62
693,프레즐_페퍼로니 프레즐,,13.57,
694,프레즐_프레즐,,7.07,
695,프레즐_플레인 프레즐,50.43,11.11,2.56
696,프레즐_할라피뇨 도그 프레즐,26.9,10.34,10.34
697,프레즐_햄치즈 프레첼,41.4,11.9,8.0
698,프레즐_갈릭스틱,,7.3,
699,프레즐_압구정 프레첼,43.8,6.8,29.7
700,프레즐_어니언스틱,,7.48,
701,프레즐_크림치즈 프레즐,,7.07,
702,피자_샘스테이크 피자 골드스윗 (R),,14.56,
703,피자_샘스테이크 피자 석쇠 (L),,14.73,
704,피자_1988 피자 (L),,10.9,
705,피자_1992브로 피자 (L),,13.0,
706,페이스트리_허니볼,,6.0,
707,페이스트리_허니치즈퐁당 마마츄리,,10.96,
708,페이스트리_현무암돌빵,,6.56,
709,페이스트리_회오리롱소시지패스트리,,10.31,
710,페이스트리_갈릭고구마페스츄리,39.05,4.76,17.14
711,페이스트리_롤링 페이스트리,34.9,6.1,24.3
712,페이스트리_미니소시지페스츄리,25.0,8.33,29.17
713,페이스트리_블루베리 크림치즈 페스츄리,32.53,6.02,15.66
714,페이스트리_스위트밤블랑,,6.63,
715,페이스트리_오렌지 페이스트리,27.61,4.46,16.68
716,페이스트리_오코노미야키 페이스트리,22.6,9.0,12.7
717,페이스트리_청포도 페이스트리,27.7,4.31,16.64
718,페이스트리_촉촉한몽블랑,43.53,5.88,22.35
719,페이스트리_크림치즈데니쉬,30.53,6.32,25.26
720,페이스트리_페이스트리 앙버터,50.1,5.6,25.1
721,페이스트리_프렌치뀐아망,50.0,5.88,29.41
722,프레즐_갈릭 프레즐,,7.41,
723,프레즐_고구마 프레즐,40.09,12.74,6.6
724,페이스트리_딸기탑 마마츄리,,3.91,
725,페이스트리_라즈베리 퐁당 마마츄리,,4.13,
726,페이스트리_마카다미아 데니쉬,,5.88,
727,페이스트리_몽블랑 데니쉬,,5.93,
728,페이스트리_몽블랑 플레인,,6.7,
729,페이스트리_미니초코칩트위스트,45.45,4.55,22.73
730,페이스트리_밤패스트리,,6.17,
731,페이스트리_베이컨 포테이토 데니쉬,,23.85,
732,페이스트리_베이컨&치즈패스트리,,8.86,
733,페이스트리_블루베리 퐁당 마마츄리,,4.04,
734,페이스트리_블루베리품은 소보로 페스트리,,7.0,
735,페이스트리_비벼먹는 페스츄리 딸기,,4.71,
736,페이스트리_비벼먹는 페스츄리 초콜릿,,6.99,
737,페이스트리_뺑 오 쇼콜라,,7.14,
738,페이스트리_뺑오쇼콜라,,7.3,
739,페이스트리_생크림소보루페스트리,,6.0,
740,페이스트리_소세지 페스츄리,,11.67,
741,페이스트리_소시지 양파 페이스트리,,10.5,
742,파이/만주_빨미까레 딸기,45.0,6.25,
743,파이/만주_빨미까레 초코,48.75,6.25,25.0
744,파이/만주_빨미까레 쿠앤크,45.0,6.25,21.25
745,파이/만주_쌀콩만주,63.3,8.5,4.5
746,파이/만주_알밤파이만주,,6.67,
747,파이/만주_진한크림치즈롤파이,34.38,6.25,25.0
748,팥빵_단팥빵,,10.53,
749,팥빵_단팥빵,,9.3,
750,팥빵_단팥빵,,7.8,
751,팥빵_단팥빵,45.45,7.27,4.55
752,팥빵_단팥앙금롤브레드,,8.93,
753,팥빵_미강빵,,6.67,
754,팥빵_생크림 듬뿍이 단팥빵,,7.37,
755,팥빵_생크림단팥빵,,6.2,
756,팥빵_연유크림만난단팥빵,,8.57,
757,팥빵_완전소중한단팥빵,,7.41,
758,팥빵_우리쌀앙버터브레드 (H),,3.45,
759,팥빵_쫀득한 단팥빵,,6.9,
760,팥빵_호두가오독오독씹히는단팥빵,,10.28,
761,파이/만주_생크림 가득 파이,33.9,5.4,22.3
762,파이/만주_스노우 화이트 애플 파이,,3.33,
763,파이/만주_스틱파이,,6.32,
764,파이/만주_연유슈크림애플파이,,4.0,
765,파이/만주_크림치즈롤파이,,5.29,
766,파이/만주_클래식애플파이,34.67,4.0,18.67
767,파이/만주_파이만주,,6.6,
768,파이/만주_파이콘,,6.8,
769,파이/만주_호두파이,,6.0,
770,파이/만주_겹겹이딸기파이,,6.38,
771,파이/만주_다크초콜릿롤,41.9,7.3,24.5
772,파이/만주_달콤한딸기롤파이,51.61,3.23,16.13
773,파이/만주_달콤한딸기롤파이 (2개입),50.0,3.23,16.13
774,파이/만주_달콤한딸기롤파이 (3개입),22.58,3.23,16.13
775,파이/만주_달콤한딸기롤파이 (4개입),23.39,3.23,16.13
776,파이/만주_달콤한딸기롤파이 (5개입),50.97,3.23,16.13
777,파이/만주_링고파이,,3.0,
778,파이/만주_빨미까레 녹차,48.75,6.25,22.5
779,커피_콜드브루 라떼,,0.89,
780,토스트_몬테크리스토 (H),,8.0,
781,토스트_스위트토스트,,6.45,
782,토스트_오믈렛토스트,,11.54,
783,토스트_인절미 카야 토스트,,5.43,
784,토스트_인절미 토스트,,8.99,
785,토스트_자색 고구마 카야 토스트,,5.83,
786,토스트_촉촉한 허니버터토스트,,4.57,
787,토스트_촉촉한햄치즈 토스트,,10.0,
788,토스트_카라멜버터토스트,,6.84,
789,토스트_카야 토스트,,7.55,
790,토스트_통버터 프렌치토스트,,6.32,
